GEO_COD,N_INDIV_RESIDENT_N_LER_ESCRV,N_IND_RESIDENT_ENSINCOMP_1BAS,N_IND_RESIDENT_ENSINCOMP_2BAS,N_IND_RESIDENT_ENSINCOMP_3BAS,N_IND_RESIDENT_ENSINCOMP_SEC,N_IND_RESIDENT_ENSINCOMP_POSEC,N_IND_RESIDENT_ENSINCOMP_SUP,YEAR,
11064700403,5,52,16,23,10,0,10,[- 1945],0
11064700404,8,30,22,7,10,2,5,[- 1945],0
11064700405,3,12,1,4,4,2,0,[- 1945],0
11064700406,2,7,6,0,0,0,1,[- 1945],0
11064700407,0,0,0,0,0,0,0,[- 1945],0
11064700408,3,15,1,6,6,0,20,[- 1945],0
11064800101,3,2,0,0,0,0,0,[- 1945],0
11064800102,2,8,4,7,4,0,2,[- 1945],0
11064800103,0,2,1,0,1,0,0,[- 1945],0
11064800104,4,0,2,6,4,1,6,[- 1945],0
11064800105,2,1,3,9,5,0,1,[- 1945],0
11064800106,0,1,0,0,3,0,11,[- 1945],0
11064800201,1,4,6,7,12,1,15,[- 1945],0
11064800202,0,3,3,3,0,1,3,[- 1945],0
11064800203,4,2,4,6,19,4,9,[- 1945],0
11064800204,0,0,1,0,0,0,0,[- 1945],0
11064800205,1,1,0,0,2,1,11,[- 1945],0
11064800206,0,2,0,0,1,0,3,[- 1945],0
11064800207,1,6,3,2,2,2,9,[- 1945],0
11064800208,0,5,1,0,2,0,2,[- 1945],0
11064800301,0,15,1,7,45,2,31,[- 1945],0
11064800302,1,8,9,8,18,1,18,[- 1945],0
11064800303,0,8,6,5,9,1,15,[- 1945],0
11064800304,0,10,2,1,2,0,1,[- 1945],0
11064800305,0,0,0,1,6,1,9,[- 1945],0
11064800401,0,3,2,4,2,0,5,[- 1945],0
11064800402,0,2,0,0,1,0,0,[- 1945],0
11064800403,0,2,2,3,8,0,2,[- 1945],0
11064800404,0,10,2,6,11,0,4,[- 1945],0
11064800405,19,22,0,1,1,0,2,[- 1945],0
11064800406,1,1,1,1,3,0,3,[- 1945],0
11064800407,3,4,1,3,5,0,12,[- 1945],0
11064800501,0,9,6,2,2,0,11,[- 1945],0
11064800502,0,1,3,0,0,0,0,[- 1945],0
11064800503,0,1,0,2,1,0,4,[- 1945],0
11064800504,0,5,1,6,0,0,2,[- 1945],0
11064800505,1,5,2,1,5,1,0,[- 1945],0
11064800506,0,2,0,1,1,0,0,[- 1945],0
11064800507,0,0,0,0,0,0,0,[- 1945],0
11064800508,0,1,1,2,1,0,3,[- 1945],0
11064800509,1,3,5,4,0,0,6,[- 1945],0
11064800510,0,0,0,0,0,0,0,[- 1945],0
11064800511,0,0,0,0,0,0,0,[- 1945],0
11064800512,0,0,0,0,0,0,0,[- 1945],0
11064800513,0,0,0,0,0,0,0,[- 1945],0
11064800514,0,0,0,0,0,0,0,[- 1945],0
11064800515,0,4,10,76,99,2,45,[- 1945],0
11064800516,0,0,0,0,0,0,0,[- 1945],0
11064800601,1,6,4,6,10,1,8,[- 1945],0
11064800602,2,12,1,1,13,0,8,[- 1945],0
11064800603,0,4,0,4,0,0,13,[- 1945],0
11064800604,2,6,4,2,2,0,2,[- 1945],0
11064800605,0,2,2,0,6,0,6,[- 1945],0
11064800606,0,0,0,0,0,0,0,[- 1945],0
11064800607,0,0,0,0,0,0,0,[- 1945],0
11064800608,0,0,0,0,0,0,0,[- 1945],0
11064900101,1,17,11,5,9,0,14,[- 1945],0
11064900102,2,17,8,11,14,0,17,[- 1945],0
11064900103,1,4,2,1,1,0,4,[- 1945],0
11064900104,2,22,14,17,17,2,18,[- 1945],0
11064900105,0,3,2,5,7,2,3,[1946 - 1960],0
11064900106,2,14,3,13,3,1,4,[- 1945],0
11064900107,1,31,10,13,14,0,8,[- 1945],0
11064900201,1,42,8,20,18,1,16,[- 1945],0
11064900202,8,68,27,27,53,2,59,[- 1945],0
11064900203,0,2,1,0,0,0,6,[- 1945],0
11064900204,1,15,1,4,1,0,5,[- 1945],0
11064900205,0,2,2,1,2,0,9,[- 1945],0
11064900301,3,20,9,13,21,1,11,[- 1945],0
11064900302,3,30,19,17,19,2,42,[- 1945],0
11064900303,3,23,11,9,13,1,7,[- 1945],0
11064900304,1,18,2,5,20,0,32,[1946 - 1960],0
11064900401,3,18,5,9,6,0,11,[- 1945],0
11064900402,1,13,4,7,4,3,10,[1946 - 1960],0
11064900403,9,32,10,19,15,0,14,[- 1945],0
11064900404,3,13,3,5,5,0,15,[- 1945],0
11064900405,4,8,6,7,0,0,3,[- 1945],0
11064900406,0,7,0,2,3,0,5,[1946 - 1960],0
11064900407,0,3,2,5,1,0,5,[1946 - 1960],0
11064900408,2,2,2,5,2,0,5,[1946 - 1960],0
11064900409,0,0,0,0,0,0,0,[- 1945],0
11064900410,0,0,0,0,0,0,0,[- 1945],0
11064900411,0,0,0,0,0,0,0,[- 1945],0
11064900501,1,21,10,16,18,4,20,[- 1945],0
11064900502,1,14,4,12,9,0,13,[1946 - 1960],0
11064900503,5,12,5,5,4,1,4,[- 1945],0
11064900504,0,2,4,8,5,0,5,[- 1945],0
11064900505,1,5,0,0,3,1,4,[1946 - 1960],0
11064900506,0,2,0,0,0,0,4,[1961 - 1995],1
11064900507,0,0,0,0,0,0,0,[- 1945],0
11064900508,0,4,0,2,6,0,2,[- 1945],0
11064900509,0,0,0,0,0,0,0,[- 1945],0
11064900510,2,7,1,3,5,0,3,[1946 - 1960],0
11064900511,0,5,4,5,3,0,2,[- 1945],0
11064900512,0,14,3,7,7,1,12,[1946 - 1960],0
11064900513,0,0,0,0,0,0,0,[- 1945],0
11064900601,7,39,21,19,17,1,11,[- 1945],0
11064900602,18,43,29,34,37,3,67,[- 1945],0
11064900603,1,0,0,0,0,0,0,[- 1945],0
11064900604,0,0,0,0,0,0,0,[- 1945],0
11064900605,1,5,2,0,1,0,1,[- 1945],0
11064900606,2,7,1,3,2,0,2,[- 1945],0
11064900607,0,2,1,0,0,0,2,[1946 - 1960],0
11064900608,3,9,1,3,5,0,4,[1961 - 1995],1
11064900701,1,24,14,29,26,3,40,[1961 - 1995],1
11064900702,0,4,2,3,7,0,15,[1961 - 1995],1
11064900703,0,0,0,0,0,0,0,[1961 - 1995],1
11064900704,0,4,3,1,3,0,8,[1961 - 1995],1
11064900705,0,0,0,0,0,0,3,[1961 - 1995],1
11064900706,5,14,4,9,4,0,2,[1961 - 1995],1
11064900707,0,0,0,1,3,0,7,[1961 - 1995],1
11064900708,0,0,0,0,0,0,0,[- 1945],0
11064900709,0,0,0,0,0,0,4,[1961 - 1995],1
11064900710,1,4,0,4,2,0,1,[1961 - 1995],1
11064900711,0,3,0,1,4,3,8,[1961 - 1995],1
11064900712,0,0,0,0,0,0,0,[- 1945],0
11064900713,0,0,0,0,0,0,0,[- 1945],0
11065000101,0,0,0,0,0,0,0,[- 1945],0
11065000102,4,42,31,65,92,10,210,[1946 - 1960],0
11065000201,0,5,9,13,19,1,83,[1961 - 1995],1
11065000202,0,14,11,13,21,1,86,[1961 - 1995],1
11065000203,0,20,11,18,20,1,64,[1961 - 1995],1
11065000204,0,0,0,0,0,0,0,[- 1945],0
11065000301,6,49,29,56,85,5,207,[1961 - 1995],1
11065000302,1,9,11,12,19,1,60,[1961 - 1995],1
11065000401,0,9,8,11,16,2,69,[1961 - 1995],1
11065000402,0,6,4,10,19,0,53,[1961 - 1995],1
11065000403,1,6,4,10,16,3,38,[1961 - 1995],1
11065000404,0,2,5,1,5,0,18,[1961 - 1995],1
11065000405,0,0,0,0,0,0,0,[- 1945],0
11065000406,2,12,7,8,18,3,36,[1946 - 1960],0
11065000407,0,1,0,2,2,0,2,[1961 - 1995],1
11065000501,1,7,7,6,22,1,44,[1961 - 1995],1
11065000502,1,9,6,13,11,0,41,[1961 - 1995],1
11065000503,0,9,9,4,13,0,65,[1961 - 1995],1
11065000504,0,1,0,0,1,0,1,[1946 - 1960],0
11065000505,0,13,5,23,23,2,60,[1961 - 1995],1
11065000601,0,8,4,2,10,0,24,[1946 - 1960],0
11065000602,0,0,1,7,13,0,80,[1996 - ],1
11065000603,0,8,0,6,16,1,32,[1946 - 1960],0
11065000604,0,11,13,14,11,0,64,[- 1945],0
11065000701,0,16,3,9,11,0,29,[- 1945],0
11065000702,2,37,7,12,15,1,38,[- 1945],0
11065000703,0,3,2,6,10,0,22,[- 1945],0
11065000704,0,7,2,11,13,2,34,[- 1945],0
11065000801,1,18,12,18,39,2,83,[- 1945],0
11065000802,3,22,9,26,41,5,72,[- 1945],0
11065000901,1,20,13,18,23,0,34,[- 1945],0
11065000902,0,12,8,13,34,0,54,[- 1945],0
11065001001,1,4,5,6,10,0,11,[- 1945],0
11065001002,4,36,11,30,38,5,116,[- 1945],0
11065001101,0,8,7,11,19,0,58,[1946 - 1960],0
11065001102,0,3,0,4,8,0,28,[1961 - 1995],1
11065001201,0,0,0,0,0,0,0,[- 1945],0
11065001202,0,10,3,14,13,3,51,[1961 - 1995],1
11065001203,0,0,0,0,0,0,0,[- 1945],0
11065001204,0,0,0,0,0,0,0,[1961 - 1995],1
11065001205,2,22,19,33,50,3,104,[- 1945],0
11065001301,0,5,1,8,9,0,20,[- 1945],0
11065001302,1,12,5,13,16,0,80,[1961 - 1995],1
11065001303,1,2,1,7,10,0,17,[1946 - 1960],0
11065001401,0,20,10,25,24,1,63,[1946 - 1960],0
11065001402,2,11,7,14,14,1,52,[- 1945],0
11065001501,2,12,3,20,17,1,49,[- 1945],0
11065001502,0,8,12,22,49,3,100,[- 1945],0
11065001503,0,8,10,13,24,5,60,[1946 - 1960],0
11065001601,0,12,15,20,38,4,75,[- 1945],0
11065001602,2,13,6,23,34,2,74,[1946 - 1960],0
11065001603,11,45,33,52,77,3,161,[1946 - 1960],0
11065100101,19,140,31,68,61,4,75,[1946 - 1960],0
11065100102,3,10,7,9,4,1,12,[- 1945],0
11065100201,3,21,7,7,12,1,12,[1946 - 1960],0
11065100202,8,98,43,63,38,5,48,[1946 - 1960],0
11065100203,4,11,1,4,2,0,4,[1946 - 1960],0
11065100301,4,31,20,32,16,2,22,[- 1945],0
11065100302,4,56,22,47,49,2,89,[- 1945],0
11065100401,14,40,18,29,24,1,44,[- 1945],0
11065100402,4,29,5,17,20,0,31,[- 1945],0
11065100403,5,33,11,15,22,0,12,[- 1945],0
11065100501,11,37,9,12,15,0,14,[- 1945],0
11065100502,2,15,3,5,7,0,6,[- 1945],0
11065100503,5,16,11,11,14,0,14,[- 1945],0
11065100504,0,0,0,0,0,0,0,[- 1945],0
11065100505,0,0,0,0,0,0,0,[- 1945],0
11065100506,0,0,0,0,0,0,0,[- 1945],0
11065100601,1,15,4,16,5,1,17,[1961 - 1995],1
11065100602,5,71,26,36,35,3,68,[- 1945],0
11065100603,6,31,10,12,15,0,10,[- 1945],0
11065100604,6,17,1,8,7,2,11,[- 1945],0
11065100701,5,20,2,6,6,1,12,[- 1945],0
11065100702,8,59,20,25,35,1,30,[- 1945],0
11065100703,0,10,3,4,4,0,2,[- 1945],0
11065100704,0,28,6,10,14,1,16,[- 1945],0
11065100801,6,46,20,20,27,1,22,[- 1945],0
11065100802,6,16,7,5,1,1,2,[- 1945],0
11065100803,1,8,2,3,4,1,9,[- 1945],0
11065100804,1,22,10,5,9,0,7,[- 1945],0
11065100805,1,2,0,1,0,0,0,[- 1945],0
11065100901,6,27,10,20,20,0,11,[- 1945],0
11065100902,2,7,8,6,5,0,6,[1946 - 1960],0
11065100903,6,49,19,22,13,4,37,[- 1945],0
11065200101,7,27,11,19,18,4,47,[- 1945],0
11065200102,2,32,19,17,17,1,60,[- 1945],0
11065200201,0,0,2,0,0,0,9,[- 1945],0
11065200202,0,0,0,0,0,0,3,[- 1945],0
11065200203,0,3,0,5,1,0,0,[- 1945],0
11065200204,5,24,20,24,27,0,19,[- 1945],0
11065200205,1,16,10,9,9,0,46,[- 1945],0
11065200206,0,5,3,3,6,0,4,[- 1945],0
11065200207,4,15,8,14,7,0,12,[- 1945],0
11065200301,1,7,3,4,3,0,3,[- 1945],0
11065200302,0,3,3,2,1,0,4,[- 1945],0
11065200303,0,3,0,1,7,1,13,[- 1945],0
11065200304,1,6,9,8,8,0,22,[- 1945],0
11065200305,0,21,5,4,5,0,6,[- 1945],0
11065200306,0,0,0,0,0,0,0,[- 1945],0
11065200307,1,3,1,3,4,0,7,[- 1945],0
11065200308,0,0,0,0,0,0,0,[- 1945],0
11065300101,56,164,71,94,134,7,80,[- 1945],0
11065300201,7,20,5,23,9,0,9,[- 1945],0
11065300202,13,52,19,36,23,0,12,[- 1945],0
11065300203,8,36,17,25,28,2,13,[- 1945],0
11065300301,13,75,23,36,53,4,27,[- 1945],0
11065300302,10,42,19,20,15,2,11,[- 1945],0
11065300401,5,32,11,15,11,0,9,[- 1945],0
11065300402,9,21,3,18,12,1,12,[- 1945],0
11065300403,6,25,11,7,9,0,4,[- 1945],0
11065300404,1,4,2,2,6,0,4,[- 1945],0
11065300501,17,68,22,23,17,1,8,[- 1945],0
11065300502,6,44,15,19,12,1,16,[- 1945],0
11065300503,3,20,13,5,13,0,2,[- 1945],0
11065300601,14,76,24,43,32,3,19,[- 1945],0
11065300602,6,29,13,32,9,2,19,[- 1945],0
11065300603,5,26,15,21,23,1,30,[- 1945],0
11065300701,29,81,56,64,44,0,31,[- 1945],0
11065300702,1,6,3,1,1,0,0,[- 1945],0
