GEO_COD,N_INDIVIDUOS_RESIDENT,N_INDIVIDUOS_RESIDENT_20A64,N_INDIVIDUOS_RESIDENT_65,N_INDIV_RESIDENT_N_LER_ESCRV,N_IND_RESIDENT_ENSINCOMP_1BAS,N_IND_RESIDENT_ENSINCOMP_2BAS,N_IND_RESIDENT_ENSINCOMP_3BAS,N_IND_RESIDENT_ENSINCOMP_SEC,N_IND_RESIDENT_ENSINCOMP_POSEC,N_IND_RESIDENT_ENSINCOMP_SUP,N_IND_RESID_DESEMP_PROC_EMPRG,N_IND_RESID_EMPREGADOS,N_IND_RESID_PENS_REFORM,N_IND_RESID_SEM_ACT_ECON
11060501102,273,169,17,22,88,43,42,12,2,1,28,84,22,92
11060501103,10,4,5,4,1,3,1,1,0,0,0,4,5,6
11060501104,100,51,39,17,40,8,12,2,1,3,6,24,49,60
11060501105,170,95,14,12,46,27,34,11,1,1,16,40,17,65
11060501201,150,96,28,4,50,21,28,15,0,7,15,62,35,54
11060501202,37,21,4,0,8,8,8,4,0,3,5,14,6,10
11060501203,402,237,28,22,81,60,60,42,7,23,33,122,40,125
11060501204,127,91,4,0,20,12,34,22,2,15,5,72,8,19
11060501205,67,39,15,5,23,12,11,8,0,1,6,25,17,25
11060501301,183,133,7,2,21,20,31,47,4,24,14,101,12,34
11060501302,127,67,35,5,42,20,19,14,0,6,12,36,43,60
11060501303,46,30,10,0,21,7,6,6,0,0,2,16,15,22
11060501304,35,23,5,4,15,7,2,0,0,2,2,11,5,17
11060501305,16,6,8,0,6,1,4,1,1,1,2,3,8,9
11060501401,15,8,4,0,9,4,0,0,0,0,0,3,7,10
11060501402,43,29,3,3,10,8,6,3,0,1,5,20,4,7
11060501403,11,5,4,0,2,0,1,1,1,2,1,3,4,5
11060501404,418,276,70,1,56,38,72,96,3,108,28,183,95,148
11060501501,85,42,26,7,29,12,11,10,1,2,5,28,27,40
11060501502,30,9,19,2,18,2,4,2,0,1,1,6,19,22
11060501503,77,42,21,2,27,11,13,6,0,6,8,23,23,34
11060501504,223,136,29,7,29,22,27,25,1,64,6,113,30,48
11060501505,273,189,11,1,21,21,30,39,4,119,6,148,23,58
11060501506,19,9,6,0,6,0,3,4,0,3,2,6,6,7
11060501601,29,14,3,0,0,2,5,5,0,10,0,13,3,7
11060501602,203,134,16,2,21,14,22,35,2,77,8,104,19,52
11060501603,148,110,12,1,12,12,8,35,0,68,3,82,19,45
11060501604,117,54,58,4,43,9,21,15,1,16,2,42,60,68
11060501605,159,75,63,0,52,20,22,21,1,25,9,46,68,86
11060501701,302,207,12,0,22,19,26,45,5,134,12,164,20,46
11060501702,288,205,35,1,27,13,29,59,5,134,11,158,50,87
11060501801,82,64,8,2,12,0,9,24,1,27,1,46,17,27
11060501802,110,53,45,2,31,16,21,22,0,14,9,26,51,64
11060501803,185,104,64,3,56,19,24,38,3,24,16,56,70,97
11060501804,92,58,29,2,25,9,15,20,1,17,8,32,31,47
11060501901,512,277,188,23,127,37,79,76,2,116,17,206,189,248
11060502001,180,120,44,1,10,3,19,29,0,108,6,89,51,71
11060502002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11060502003,272,181,51,0,13,13,31,51,2,143,7,138,49,96
11060502101,342,229,81,2,32,15,41,70,2,156,13,163,98,134
11060502102,16,12,1,1,1,6,3,2,0,2,3,6,1,6
11060502201,251,161,28,2,12,15,28,53,3,110,5,115,33,87
11060502202,461,351,27,3,24,12,35,64,6,250,10,299,35,73
11060600101,265,164,60,8,37,16,35,45,3,93,11,126,66,99
11060600102,179,118,38,4,39,11,32,36,3,42,7,94,42,57
11060600201,201,130,44,5,38,26,35,36,3,39,7,95,55,77
11060600202,237,132,76,4,40,24,31,53,2,64,11,92,81,111
11060600301,389,214,108,22,68,40,51,57,3,100,13,169,115,151
11060600302,208,121,47,5,26,29,29,32,6,58,5,97,46,75
11060600303,23,14,8,0,2,2,7,3,0,7,0,11,7,12
11060600401,360,210,116,7,59,27,51,72,9,104,20,170,109,142
11060600501,312,188,79,10,56,34,51,62,1,74,13,139,86,132
11060600601,194,112,58,8,55,17,28,30,2,36,12,66,60,93
11060600602,98,47,42,2,21,13,12,23,1,21,2,38,40,50
11060600603,14,10,2,1,3,3,3,1,0,0,5,5,2,2
11060600604,46,35,3,4,12,9,10,5,1,3,0,32,5,11
11060600605,21,15,1,1,6,4,5,4,0,1,3,5,5,9
11060600701,147,94,42,4,30,10,22,34,5,31,8,62,40,64
11060600702,202,123,42,5,43,21,27,32,1,46,16,87,42,67
11060600703,50,34,12,0,6,1,17,9,0,13,2,14,15,29
11060600704,115,74,35,4,28,7,20,21,1,29,5,51,40,55
11060600801,139,64,52,4,28,10,22,29,1,29,5,40,53,79
11060600802,311,179,79,6,64,26,52,52,5,82,11,134,86,128
11060600803,3,3,0,0,1,0,2,0,0,0,0,0,0,3
11060600901,56,35,6,1,8,5,7,12,3,12,2,27,6,13
11060600902,252,155,64,4,40,12,42,49,7,76,16,120,64,91
11060600903,344,222,72,16,53,23,50,68,6,83,27,153,81,124
11060601001,251,155,61,2,53,17,41,63,6,45,7,123,62,91
11060601002,288,182,69,4,59,21,58,57,7,60,23,124,70,115
11060601101,470,294,95,16,92,45,60,90,4,103,24,221,100,167
11060601201,128,83,40,14,41,18,15,15,2,15,17,47,41,57
11060601202,395,241,78,6,59,30,46,76,5,110,20,180,83,126
11060601301,76,37,33,3,22,10,13,12,0,11,7,18,36,46
11060601302,292,172,73,9,65,32,51,51,2,46,22,111,70,125
11060601303,142,70,47,3,26,11,27,26,1,33,6,53,42,68
11060601401,168,95,45,1,44,21,18,25,2,38,6,67,53,72
11060601402,299,196,68,16,67,39,43,54,7,34,15,132,65,126
11060601403,75,46,15,0,11,6,11,12,1,15,3,33,14,26
11060601501,609,354,163,11,136,46,102,114,7,127,29,259,177,242
11060601502,19,13,3,0,2,1,1,2,0,9,0,9,5,7
11060601601,310,193,76,11,72,25,52,38,1,75,28,122,80,125
11060601602,12,7,3,2,4,1,2,1,0,1,0,7,2,4
11060601603,182,113,36,8,40,13,21,36,1,35,18,78,42,57
11060601604,10,10,0,1,4,1,1,1,0,0,0,4,2,5
11060601701,695,375,198,17,141,55,113,112,5,163,40,271,212,277
11060601801,182,112,56,4,38,15,25,41,4,46,4,72,63,82
11060601802,118,83,23,3,33,13,24,19,1,8,16,46,32,46
11060601803,68,39,18,3,21,5,12,11,0,6,6,23,22,31
11060601804,39,23,13,2,10,3,5,6,0,7,2,17,15,17
11060601901,119,78,24,2,31,13,15,22,2,22,7,55,29,44
11060601902,248,142,74,10,57,25,38,35,5,52,16,102,74,102
11060700101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11060700102,418,238,124,3,75,35,70,84,4,114,13,176,141,183
11060700103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11060700104,120,63,44,8,35,13,28,22,0,6,2,45,52,63
11060700201,584,307,211,4,145,55,81,110,2,132,19,238,227,271
11060700301,202,129,47,2,11,13,34,42,1,85,8,96,56,83
11060700302,454,274,130,3,65,21,64,84,3,186,13,186,152,218
11060700401,60,44,7,3,12,9,11,9,0,2,11,17,10,21
11060700402,33,19,11,1,12,9,4,1,1,2,4,14,12,13
11060700403,138,87,32,5,38,20,29,22,2,10,8,51,37,61
11060700404,109,71,25,2,40,16,23,13,0,2,12,35,34,50
11060700405,52,28,14,2,12,16,7,3,0,2,3,22,13,18
11060700501,415,264,91,8,78,29,61,84,2,103,27,194,96,141
11060700502,168,140,4,0,3,2,16,24,4,96,6,123,4,15
11060700601,69,43,17,4,28,8,9,5,1,0,4,23,16,33
11060700602,165,100,20,8,71,27,16,13,0,0,7,58,26,59
11060700603,251,144,51,26,94,40,28,12,1,3,31,67,60,103
11060700604,102,56,15,8,35,14,15,8,1,0,8,18,18,46
11060700701,213,127,62,7,64,30,31,33,2,23,14,81,66,97
11060700702,90,57,21,2,16,7,16,16,3,15,3,41,22,35
11060700703,143,74,48,6,50,19,22,13,1,14,8,53,47,65
11060700704,227,134,39,31,63,38,28,10,1,2,24,59,44,97
11060700801,114,70,25,1,30,13,18,21,2,13,4,43,31,50
11060700802,265,120,112,8,74,28,41,56,4,23,16,72,120,152
11060700803,13,3,9,0,7,3,0,0,0,1,0,3,8,9
11060700901,237,112,107,7,83,30,39,30,0,31,8,76,109,136
11060700902,177,145,0,0,1,2,7,31,0,108,6,130,0,10
11060701001,231,122,84,4,69,19,39,40,2,40,13,83,95,120
11060701002,173,91,64,11,50,9,37,37,2,6,10,70,64,78
11060701101,120,61,42,9,38,16,15,15,2,3,8,35,40,62
11060701102,232,145,21,17,73,49,33,16,3,0,30,80,27,75
11060701103,176,97,47,9,54,18,25,35,0,19,7,75,53,72
11060701104,64,35,24,3,20,7,12,10,0,7,2,28,22,31
11060701201,548,314,152,37,188,86,100,53,3,28,43,189,172,257
11060701301,181,97,48,27,62,20,24,12,1,4,11,47,65,96
11060701302,34,15,12,4,9,6,7,1,0,0,3,6,13,19
11060701303,64,34,18,4,18,8,16,7,1,2,3,26,16,28
11060701304,205,102,63,6,62,29,38,21,1,13,11,69,72,90
11060701401,139,72,41,20,47,25,19,10,0,5,8,40,50,74
11060701402,290,173,62,26,120,43,34,19,0,3,24,100,83,128
11060701403,42,20,10,2,14,8,4,5,0,0,5,10,11,18
11060701404,53,28,16,1,8,5,9,9,0,16,2,21,18,23
11060701405,25,12,10,0,6,2,5,6,0,5,1,10,8,12
11060701406,22,12,5,0,3,2,4,2,0,9,1,9,5,9
11060701407,32,22,7,0,6,1,6,6,0,8,1,16,9,12
11060701408,38,22,9,0,10,2,5,4,1,13,1,15,12,18
11060701501,527,324,108,15,126,59,73,71,8,86,39,206,123,196
11060701502,328,181,32,27,113,48,47,11,2,0,35,64,45,124
11060701601,92,53,25,4,29,18,12,15,0,9,5,36,28,41
11060701602,56,24,27,2,23,8,7,2,0,3,4,21,25,26
11060701603,232,126,59,13,65,37,26,30,2,31,10,83,71,100
11060701604,38,30,6,1,8,5,7,10,1,2,2,19,10,15
11060701605,96,70,10,2,22,15,25,10,3,4,9,45,14,25
11060701701,14,8,6,1,5,2,0,3,1,2,0,6,6,8
11060701702,187,91,80,2,51,12,41,36,1,24,9,61,82,103
11060701703,52,27,16,2,15,6,9,9,0,5,1,16,18,30
11060701704,125,74,31,2,14,8,24,21,1,44,3,61,30,47
11060701705,5,2,1,0,1,0,0,1,0,1,0,2,1,1
11060701706,85,45,23,1,13,4,12,18,1,27,2,38,24,34
11060701801,13,9,3,0,3,1,0,3,0,3,1,8,3,3
11060701802,235,134,68,5,60,23,41,40,1,40,12,96,75,97
11060701803,65,38,21,5,26,6,13,6,1,4,1,26,26,33
11060701804,82,41,32,5,42,8,14,5,0,1,3,26,39,46
11060701901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11060701902,316,254,17,2,30,27,51,65,6,103,23,204,24,49
11060701903,119,92,21,3,20,21,30,27,2,9,32,34,28,48
11060701904,7,3,4,0,5,1,0,1,0,0,0,3,4,4
11060702001,53,28,19,1,11,7,11,6,1,14,2,17,23,30
11060702002,65,31,17,0,11,6,17,8,0,17,3,24,19,25
11060702003,46,21,12,0,7,4,6,5,0,16,1,19,10,16
11060702004,35,19,7,0,4,2,3,9,0,11,0,15,7,11
11060702005,38,20,8,0,5,3,8,6,0,13,1,15,8,16
11060702006,58,31,16,0,10,5,17,8,0,14,1,22,18,28
11060702007,51,31,12,0,5,2,5,9,0,21,0,27,13,16
11060702008,67,24,38,0,17,7,12,12,0,17,1,23,34,37
11060702009,72,39,21,0,7,8,12,12,1,23,1,30,23,31
11060702101,76,36,18,4,23,9,13,6,0,4,4,19,18,31
11060702102,37,19,6,0,2,5,7,9,0,9,0,16,7,11
11060702103,73,41,26,6,20,8,8,8,0,11,3,28,29,37
11060702104,114,62,38,0,33,10,21,21,2,12,5,47,41,48
11060702105,260,138,87,8,74,29,54,39,2,31,14,86,97,132
11060702201,98,49,35,2,38,11,15,13,2,10,3,32,41,53
11060702202,193,95,74,11,66,26,36,12,0,20,11,58,82,107
11060702203,81,38,38,2,29,5,15,15,0,9,2,27,37,46
11060702301,250,139,63,7,71,43,42,27,2,12,15,95,69,97
11060702302,81,51,13,1,30,9,15,4,0,4,10,28,18,28
11060702303,72,46,10,4,15,17,21,3,0,6,8,29,11,24
11060702401,166,86,46,7,62,21,28,12,1,10,12,50,51,74
11060702402,19,11,5,1,7,5,0,1,0,1,2,6,5,8
11060702403,91,51,28,4,33,5,17,16,4,3,8,34,32,36
11060702404,85,42,22,3,32,10,16,8,0,2,8,26,27,34
11060702405,86,45,21,3,37,13,13,4,0,1,5,29,17,34
11060800101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11060800102,168,95,49,7,53,21,37,19,0,10,5,59,61,87
11060800103,77,33,35,0,20,6,14,15,1,11,0,25,36,45
11060800104,79,31,46,3,26,11,10,15,1,11,6,21,45,51
11060800201,41,20,16,2,17,4,6,4,1,2,2,13,15,22
11060800202,357,179,136,16,124,56,62,42,2,25,21,118,150,186
11060800203,62,30,26,2,19,6,7,12,0,7,1,28,25,28
11060800301,627,329,221,45,221,61,97,86,4,51,37,217,222,310
11060800401,180,115,47,2,22,6,40,38,0,60,9,71,60,83
11060800402,196,138,23,0,18,10,25,47,5,75,3,114,29,57
11060800501,704,396,240,27,197,52,100,122,8,138,28,291,248,324
11060800601,251,118,99,15,82,22,35,36,1,24,19,77,100,131
11060800602,250,150,58,12,94,38,39,24,0,16,29,98,62,96
11060800701,399,258,82,6,62,27,61,82,9,111,20,176,100,153
11060800801,546,260,219,5,97,57,92,102,6,136,19,187,226,284
11060800901,691,394,220,17,160,53,85,120,9,181,22,295,234,308
11060801001,299,152,112,3,72,33,44,54,3,62,14,111,121,145
11060801002,107,44,53,3,29,6,12,16,1,26,4,36,49,57
11060801101,504,258,184,22,130,35,92,78,3,80,26,199,181,234
11060801102,204,124,37,0,17,9,25,34,0,93,3,101,41,67
11060801201,316,155,127,8,92,23,48,62,3,46,19,113,131,158
11060801202,180,104,55,1,33,10,24,22,4,64,6,79,64,77
11060801301,514,265,198,12,142,57,71,99,3,80,23,185,208,263
11060801401,5,2,3,0,3,0,1,0,0,1,0,1,4,4
11060801402,91,44,40,3,13,5,7,11,0,48,0,37,37,47
11060801403,288,160,88,3,58,15,32,57,1,94,6,110,115,141
11060801404,75,36,32,0,7,3,8,15,2,36,1,22,39,46
11060801501,167,90,59,6,59,15,23,18,3,19,5,61,68,85
11060801502,90,48,39,3,31,4,11,18,0,15,1,33,41,49
11060801503,56,17,32,4,22,3,7,8,2,3,2,12,34,37
11060801601,436,205,188,4,76,35,69,83,3,142,12,160,188,233
11060801701,641,383,155,17,114,44,106,127,3,180,17,284,175,276
11060801801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11060801802,413,280,66,0,36,31,39,62,4,217,7,211,81,146
11060801803,345,201,87,1,36,21,43,56,1,160,8,151,97,142
11060801901,200,77,100,5,43,19,38,36,0,43,4,60,96,118
11060801902,242,118,103,3,66,28,44,46,5,34,6,74,110,141
11060802001,490,321,102,3,58,42,78,89,7,183,27,212,129,192
11060802101,409,265,99,3,49,34,61,80,2,151,9,192,119,168
11060802102,446,287,64,1,41,21,50,75,4,198,10,221,83,133
11060802201,522,343,131,3,75,35,93,106,4,169,26,236,155,221
11060802301,149,106,25,0,13,5,17,26,5,71,5,82,27,47
11060802302,356,207,92,2,55,28,46,55,2,128,12,158,94,137
11060802401,392,194,165,2,95,31,73,66,4,95,8,129,184,221
11060802402,109,62,39,1,21,4,25,31,1,17,2,44,38,56
11060802501,378,255,69,2,36,20,45,74,4,160,17,199,74,116
11060802502,68,31,33,3,15,7,11,14,2,10,2,24,29,38
11060802503,57,43,5,0,9,3,8,11,1,19,1,24,8,24
11060802504,17,14,2,0,2,2,0,1,2,6,0,10,4,6
11060802601,645,404,117,2,60,48,87,127,10,238,18,301,141,227
11060802701,469,235,190,14,155,54,65,75,10,55,20,173,204,236
11060802801,545,252,244,19,129,38,103,104,4,106,18,169,253,314
11060802901,404,235,96,7,73,30,42,57,4,138,13,182,111,152
11060802902,52,23,25,1,11,5,4,13,0,18,0,22,25,29
11060802903,47,25,19,0,16,1,8,11,2,5,5,15,22,26
11060803001,599,325,222,8,141,47,77,119,13,147,22,229,242,291
11060803101,468,259,147,19,116,52,71,80,5,84,28,179,155,214
11060803201,277,166,90,3,60,18,35,57,6,77,15,116,90,125
11060803202,191,95,83,7,61,18,32,27,2,27,6,73,86,105
11060803301,412,213,173,4,61,27,74,78,3,142,19,148,187,222
11060803401,260,139,100,3,34,11,42,48,6,99,6,97,112,140
11060803402,358,199,115,9,87,32,59,57,4,79,15,146,122,159
11060803501,601,328,204,9,99,55,131,101,11,139,19,247,214,281
11060803601,343,187,116,6,67,23,52,62,3,88,15,125,125,167
11060803602,252,166,17,0,15,8,24,33,3,118,5,145,16,43
11060803701,334,182,116,7,60,28,57,66,2,86,11,128,115,171
11060803702,296,174,85,1,40,30,37,53,6,105,4,131,101,130
11060803801,320,171,109,1,84,23,59,74,2,55,15,114,122,160
11060803802,276,138,102,3,64,25,38,41,4,73,12,95,93,129
11060803901,161,87,48,2,29,25,26,30,1,31,9,57,55,76
11060803902,119,56,46,2,34,10,14,19,2,23,4,46,47,56
11060803903,120,62,42,0,16,10,18,22,0,41,6,49,43,53
11060803904,28,14,7,0,3,2,0,4,0,12,0,11,7,10
11060803905,52,27,17,2,7,6,3,13,0,15,0,21,14,25
11060803906,65,35,21,2,15,2,9,12,1,21,3,19,22,35
11060804001,292,147,90,1,27,12,44,50,1,141,5,118,86,139
11060804002,122,83,18,1,12,8,15,15,0,67,3,65,21,41
11060804003,153,87,51,0,12,11,30,24,3,63,3,58,61,80
11060804101,906,516,293,8,120,59,128,200,12,316,33,375,321,429
11060804201,474,265,150,3,70,37,80,89,5,145,16,190,163,220
11060804301,493,251,162,3,51,29,65,74,1,222,13,189,173,217
11060804401,710,367,233,11,129,58,116,119,6,205,34,270,238,323
11060804501,1,1,0,0,1,0,0,0,0,0,0,1,0,0
11060804502,86,42,28,0,8,6,11,16,1,32,2,34,24,36
11060804503,47,23,20,2,10,6,5,4,1,18,3,16,18,23
11060804504,43,25,9,1,3,4,9,8,1,9,0,19,9,16
11060804505,322,140,115,0,20,20,47,63,6,134,9,120,88,141
11060804601,423,235,143,2,87,39,66,78,8,112,22,177,151,189
11060804701,497,277,113,6,70,35,64,76,3,194,11,220,113,188
11060804702,25,13,6,0,4,2,5,2,0,10,0,11,6,10
11060804703,60,29,23,2,8,9,11,13,1,14,4,15,26,33
11060804801,101,67,26,1,11,4,20,33,1,28,4,51,31,44
11060804802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11060804803,163,88,51,0,34,19,28,30,3,34,9,66,54,68
11060804901,107,63,23,1,18,11,14,18,0,31,5,45,28,37
11060804902,44,18,18,0,9,4,8,7,0,10,1,14,15,22
11060804903,70,43,7,3,12,6,14,12,0,15,5,26,8,24
11060804904,205,91,84,1,15,8,31,47,0,82,4,71,69,103
11060804905,40,24,9,0,2,3,6,8,2,14,2,16,10,15
11060804906,46,20,14,0,8,5,11,7,0,10,1,17,13,19
11060804907,36,22,5,1,4,0,3,6,0,15,1,16,4,12
11060805001,151,80,59,1,21,3,19,29,0,66,1,61,62,76
11060805002,216,131,45,1,20,19,30,34,2,87,11,102,39,67
11060805101,282,159,71,0,16,21,36,53,2,123,7,129,66,108
11060805102,163,86,60,0,20,12,16,22,0,81,5,60,58,80
11060805201,65,41,13,1,4,4,6,6,1,35,2,32,13,22
11060805202,49,29,7,0,2,3,7,9,1,18,3,23,6,12
11060805203,77,44,19,0,13,9,9,8,1,33,1,33,22,32
11060805204,47,21,22,7,14,3,4,6,0,11,0,10,26,32
11060805205,90,53,21,2,12,7,10,23,0,28,2,37,21,38
11060805206,17,11,0,0,0,0,0,5,0,6,0,10,1,1
11060805207,27,13,11,0,5,4,4,4,0,10,0,8,12,18
11060805208,34,25,6,0,0,1,3,8,0,22,4,17,7,13
11060805209,41,28,11,0,3,4,11,7,0,14,5,22,11,13
11060805210,43,22,17,0,11,3,5,6,0,15,4,16,17,21
11060805301,695,372,249,15,161,69,105,131,9,153,22,257,271,357
11060805401,41,21,15,3,4,4,5,10,0,14,1,9,11,30
11060805402,41,19,15,2,12,3,5,6,0,8,4,12,10,21
11060805403,60,37,13,1,5,4,9,11,0,24,0,30,14,23
11060805404,43,21,12,1,11,3,6,4,0,13,6,13,11,18
11060805405,33,19,10,1,6,1,7,5,0,12,1,17,8,14
11060805406,10,4,3,0,0,1,0,2,0,5,0,4,2,3
11060805407,46,27,11,0,8,8,5,12,0,10,0,20,11,21
11060805408,75,40,19,1,8,3,7,16,0,32,3,26,20,33
11060805409,291,178,86,1,53,20,44,59,4,87,14,123,103,131
11060805501,251,123,101,1,19,13,51,54,2,100,7,84,103,143
11060805502,135,83,14,0,11,10,10,19,1,60,1,81,12,20
11060805503,1,0,1,0,1,0,0,0,0,0,0,0,1,1
11060805504,178,97,21,16,50,21,30,9,0,0,21,39,27,65
11060805505,65,40,17,2,7,6,10,11,0,19,7,22,23,28
11060805601,140,80,49,0,18,5,15,38,0,60,4,61,40,66
11060805602,432,238,133,1,67,18,47,77,5,176,12,187,129,178
11060805701,372,207,115,1,52,12,62,78,5,127,11,164,123,155
11060805702,30,6,0,0,2,2,1,2,0,0,1,3,0,3
11060805703,163,128,18,6,33,28,45,25,1,10,3,51,23,96
11060805801,221,117,75,2,25,10,31,38,3,98,6,81,87,116
11060805802,100,53,30,0,11,6,14,18,2,37,6,43,24,36
11060805901,203,131,11,14,48,20,12,20,3,43,12,92,16,49
11060805902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11060805903,130,86,17,1,26,13,37,26,1,16,6,59,20,45
11060805904,71,45,6,0,14,10,13,9,0,14,1,42,5,12
11060805905,133,89,7,2,6,2,13,19,1,59,4,79,10,17
11060805906,19,1,18,2,11,0,0,6,0,0,0,0,18,19
11060806001,161,94,26,2,40,18,20,15,1,33,7,60,31,58
11060806002,193,143,26,4,50,13,33,43,0,31,8,90,45,77
11060806003,54,6,46,7,36,3,1,1,0,2,1,1,49,50
11060806004,24,14,10,1,9,0,5,3,0,3,2,7,12,15
11060806005,168,91,23,16,54,21,29,10,1,2,22,43,27,59
11060806101,69,11,57,6,33,7,6,7,0,8,1,5,58,62
11060806102,66,38,16,8,22,9,5,5,0,0,3,20,15,29
11060806103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11060806104,98,57,21,8,45,13,4,8,2,2,10,28,26,43
11060806105,70,40,20,4,29,17,9,2,0,1,9,15,23,35
11060806106,55,29,9,7,23,6,3,3,0,0,4,12,12,26
11060806201,427,272,65,34,153,68,73,39,1,2,47,149,80,153
11060806202,344,194,28,20,116,75,36,14,1,1,32,109,33,97
11060806203,615,352,85,49,218,104,83,26,3,5,69,179,118,214
11060806301,3,2,0,0,0,0,3,0,0,0,0,2,0,1
11060806302,25,18,2,1,8,1,10,2,0,0,2,14,2,5
11060806303,54,29,11,3,18,8,8,5,0,0,3,15,13,24
11060806304,60,40,8,4,29,7,7,7,0,0,6,24,8,21
11060806305,36,21,5,4,14,7,5,1,0,0,4,10,6,16
11060806306,66,42,8,6,26,14,5,4,0,0,7,25,11,21
11060806307,62,37,11,9,23,5,12,0,0,2,11,12,13,26
11060806308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11060806309,132,77,31,8,53,18,19,11,0,1,8,35,44,72
11060806310,57,34,5,6,19,14,7,0,0,0,7,16,11,21
11060806311,15,13,2,0,5,1,3,4,0,2,1,6,5,7
11060806312,6,2,2,0,2,2,2,0,0,0,0,2,2,4
11060806401,200,124,38,25,76,18,34,8,2,1,25,53,40,89
11060806402,630,374,82,76,211,99,87,31,1,8,71,173,113,252
11060806501,584,361,64,36,197,88,93,37,3,10,68,188,93,191
11060806502,139,74,22,4,58,22,23,4,0,1,11,38,34,56
11060806503,97,55,17,7,43,13,13,8,0,0,11,26,22,38
11060806601,64,30,14,7,26,12,7,2,0,0,5,20,18,25
11060806602,61,34,6,5,20,16,8,1,1,1,9,17,8,22
11060806603,44,26,10,2,24,9,2,3,1,1,5,15,13,18
11060806604,46,22,13,3,18,4,5,2,0,0,3,10,17,22
11060806605,216,124,39,12,90,36,25,4,0,2,42,50,48,82
11060806606,95,48,21,6,44,13,7,5,0,0,9,26,25,38
11060806607,110,58,26,7,47,29,7,5,2,0,9,23,35,62
11060806608,40,23,14,5,17,4,4,2,0,0,4,11,16,21
11060900101,248,64,181,8,85,18,27,25,2,66,2,60,166,182
11060900102,113,73,19,0,5,3,12,20,1,62,1,59,17,41
11060900103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11060900104,12,9,0,1,5,0,3,1,0,0,0,6,1,4
11060900105,11,9,1,0,1,0,3,4,0,1,0,8,1,2
11060900106,14,10,4,2,2,0,1,0,0,9,0,8,3,6
11060900107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11060900108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11060900109,122,63,46,3,25,11,10,31,5,31,5,51,41,53
11060900201,7,3,4,2,2,0,1,0,0,0,0,3,3,4
11060900202,866,582,23,0,36,38,56,95,2,478,8,521,23,115
11060900203,226,189,6,0,5,3,8,32,1,150,6,161,10,26
11060900301,573,345,78,59,132,72,48,54,4,88,28,201,90,217
11060900401,544,346,124,25,223,74,81,59,2,17,38,227,173,218
11060900402,106,74,9,3,12,6,17,23,2,37,1,44,12,49
11060900403,39,28,5,0,2,2,3,8,0,24,0,20,6,15
11060900501,511,290,155,6,89,27,79,109,2,157,16,213,166,230
11060900601,623,374,82,34,205,107,99,47,2,11,72,223,100,195
11060900602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11060900603,264,191,5,0,6,8,12,24,2,163,7,171,5,26
11060900701,714,375,256,11,101,45,97,123,5,266,26,284,248,345
11060900801,67,34,23,2,20,4,10,8,1,17,2,26,25,33
11060900802,221,122,63,9,37,16,34,36,2,60,10,89,69,96
11060900803,34,21,11,2,8,3,4,8,0,7,0,15,13,18
11060900804,230,132,49,5,27,20,34,40,2,74,10,101,50,83
11060900901,779,465,177,13,89,50,81,139,10,317,22,373,171,269
11060901001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11060901002,53,33,16,1,9,1,9,11,1,18,5,25,14,18
11060901003,278,166,72,3,41,18,30,67,2,91,8,118,71,120
11060901101,276,153,96,7,64,16,40,49,2,78,14,109,104,133
11060901102,88,37,42,3,24,10,14,9,1,21,3,30,40,45
11060901201,25,14,10,0,6,2,1,8,0,3,1,10,10,12
11060901202,1,1,0,0,0,0,1,0,0,0,0,1,0,0
11060901203,276,170,45,2,24,12,20,40,2,139,4,136,40,82
11060901301,95,48,35,2,25,8,17,16,0,18,4,35,36,48
11060901302,94,52,28,3,18,12,16,12,0,21,5,38,30,41
11060901303,184,100,62,6,45,18,34,29,1,37,9,67,75,89
11060901304,26,19,5,0,5,4,2,5,0,8,1,15,6,10
11060901401,671,338,217,4,100,40,78,117,5,264,21,273,187,284
11060901501,100,51,35,1,24,6,17,10,2,28,6,34,37,53
11060901502,96,60,32,2,19,5,18,18,1,25,2,37,39,54
11060901503,190,108,61,1,39,13,21,36,2,55,4,79,69,88
11060901601,208,115,58,3,39,15,26,32,1,69,8,87,62,84
11060901602,67,35,22,1,8,4,15,9,0,26,5,20,27,37
11060901603,86,45,31,4,21,6,7,14,2,25,1,36,30,42
11060901604,109,57,31,1,13,5,7,25,1,43,1,45,28,44
11060901701,200,103,66,0,20,18,24,29,1,96,4,83,54,92
11060901702,160,102,16,0,7,6,7,36,1,77,1,71,13,61
11060901801,293,147,90,1,21,23,36,47,0,134,9,101,87,139
